,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,999.0,8.83,10.02,7.22,19.52,11.07,19.25,6.09,20.03,6.41,2.67,14.9,1.77,2.75,5.74,18.06,8.3,10.54,6.5,12.84,7.24,9.16,14.65,7.14,6.38,3.87,4.81,5.58,7.48,8.63,7.15,2.62,8.39,8.32,7.8,3.41,3.86,3.77,18.3,8.81,2.62,6.65,5.43,5.06,11.6,3.39,7.15,14.65,13.24,15.06,6.2,7.03,17.97,10.14,7.19,4.14,15.35,11.03,13.72,4.65,11.69,0.82,4.07,14.44,9.41,9.78,0.51,5.28,4.06,10.54,5.95,3.61,5.87,4.78,13.48,13.01,5.47,1.14,4.87,19.05,3.5,3.86,9.41,18.81,21.28,4.73,1.88,20.79,1.77,3.68,5.13,1.77,14.6,1.77,13.45,8.36,5.52,4.63,1.77,10.4
2,8.83,999.0,6.68,10.85,15.29,2.65,17.37,10.55,15.4,12.61,9.89,8.36,7.21,11.28,12.0,12.96,10.04,7.28,11.41,9.88,5.44,12.21,6.04,5.31,10.02,10.34,13.63,7.47,9.14,2.68,4.04,6.39,6.38,6.38,9.67,5.57,12.61,5.15,13.62,13.22,6.39,15.44,10.47,13.12,3.82,11.89,4.04,6.04,4.64,6.92,11.56,8.44,13.22,8.79,8.26,4.7,11.3,9.07,5.13,11.63,5.02,9.37,12.01,10.84,4.79,10.4,8.47,11.79,11.73,13.41,14.59,5.77,7.81,13.56,8.32,4.85,13.41,9.97,11.72,16.63,11.47,12.61,4.79,14.65,17.11,13.1,7.07,15.8,7.21,12.46,13.63,7.21,7.02,7.21,9.49,7.58,3.39,13.18,7.21,6.95
3,10.02,6.68,999.0,6.9,9.72,8.82,10.83,7.37,10.12,9.84,12.33,14.82,9.32,12.74,9.51,8.05,15.27,0.65,8.14,3.37,2.81,7.31,11.05,11.01,14.42,13.3,13.86,4.92,4.73,9.2,9.84,7.68,1.67,12.39,5.06,8.48,12.64,7.08,8.35,8.92,7.68,16.03,7.77,15.07,5.1,11.58,9.84,11.05,10.01,12.57,8.56,4.4,8.0,2.42,13.49,7.48,5.48,2.42,10.4,14.4,11.64,10.03,10.99,4.7,11.31,4.6,9.5,9.58,10.54,8.08,15.69,6.62,4.89,14.34,14.99,10.81,15.48,10.86,9.82,10.22,13.5,12.64,11.31,9.02,11.54,14.71,9.21,10.82,9.32,12.63,15.04,9.32,13.14,9.32,3.52,13.39,6.36,12.66,9.32,0.39
4,7.22,10.85,6.9,999.0,14.25,13.49,12.7,1.2,14.98,3.18,9.86,18.97,7.88,9.13,3.12,13.6,15.19,7.01,1.46,7.98,5.7,1.95,16.61,12.52,13.49,11.07,8.8,3.41,2.18,12.36,11.86,6.64,5.58,13.98,1.88,8.39,7.66,7.23,13.5,2.36,6.64,10.93,1.94,11.38,11.32,6.58,11.86,16.61,15.32,17.74,1.98,2.65,13.26,5.27,13.76,8.05,10.6,6.16,15.78,11.7,15.51,6.67,5.51,9.59,14.05,3.54,6.83,3.42,5.03,3.35,11.09,6.22,3.04,9.69,18.3,15.7,11.84,7.36,3.86,12.77,10.25,7.66,14.05,13.57,15.8,10.76,7.86,15.91,7.88,7.79,10.83,7.88,17.86,7.88,9.14,14.48,8.18,7.2,7.88,7.11
5,19.52,15.29,9.72,14.25,999.0,16.47,5.15,15.26,0.96,17.39,21.97,22.0,19.0,22.15,17.37,2.7,24.83,9.11,15.71,6.69,12.5,13.28,16.91,20.34,24.12,22.98,22.75,14.02,12.65,17.97,19.09,17.35,11.21,21.59,12.6,18.2,21.54,16.8,1.78,15.1,17.35,24.94,15.91,24.53,11.89,20.43,19.09,16.91,16.56,18.77,16.23,12.82,2.17,9.48,23.02,17.19,4.24,8.55,16.73,24.04,19.53,19.4,19.56,5.08,20.06,10.71,19.01,17.63,19.07,12.94,24.84,16.3,13.81,23.43,22.95,17.75,24.96,20.24,18.03,3.93,23.02,21.54,20.06,0.71,1.84,24.08,18.89,2.0,19.0,21.59,24.33,19.0,19.86,19.0,6.21,22.71,15.98,21.29,19.0,9.33
6,11.07,2.65,8.82,13.49,16.47,999.0,19.14,13.2,16.43,15.23,11.71,6.01,9.35,13.31,14.62,13.94,10.45,9.36,14.06,11.77,8.0,14.81,3.59,5.91,10.98,11.94,15.87,10.12,11.74,2.91,4.84,8.78,8.81,6.44,12.27,7.67,14.92,7.56,14.72,15.86,8.78,17.54,13.11,14.93,4.59,14.27,4.84,3.59,2.18,4.27,14.2,11.05,14.32,11.1,8.83,6.98,12.77,11.24,2.65,13.23,3.07,11.68,14.49,12.47,4.24,12.87,10.76,14.39,14.24,15.98,16.58,8.29,10.46,15.67,6.5,2.2,15.17,12.2,14.3,18.29,13.33,14.92,4.24,15.88,18.23,15.01,9.22,16.68,9.35,14.74,15.58,9.35,4.43,9.35,11.14,7.7,5.86,15.56,9.35,9.03
7,19.25,17.37,10.83,12.7,5.15,19.14,999.0,13.88,6.07,15.51,21.88,25.04,19.19,21.59,15.69,7.27,25.88,10.19,14.05,7.5,13.17,11.18,20.38,21.81,24.75,23.02,21.5,13.73,11.79,19.98,20.67,17.56,11.81,23.21,11.52,18.82,20.37,17.36,6.32,12.75,17.56,23.61,14.61,23.93,14.67,19.28,20.67,20.38,19.74,22.17,14.57,12.22,6.54,9.41,24.14,17.95,6.58,8.72,20.01,23.9,22.14,18.92,18.21,6.68,22.11,9.5,18.76,16.06,17.73,10.34,23.79,16.62,13.4,22.38,25.57,20.8,24.38,19.71,16.54,1.24,22.63,20.37,22.11,5.07,5.26,23.37,19.11,7.0,19.19,20.49,23.49,19.19,23.07,19.19,8.0,24.18,17.05,19.88,19.19,10.5
8,6.09,10.55,7.37,1.2,15.26,13.2,13.88,999.0,15.96,2.47,8.71,18.48,6.87,7.93,2.19,14.48,14.17,7.58,0.87,8.85,5.73,3.09,16.45,11.75,12.41,9.93,7.64,3.13,2.77,11.83,11.17,5.77,5.89,13.18,2.68,7.54,6.49,6.5,14.43,2.95,5.77,9.8,0.74,10.19,11.42,5.4,11.17,16.45,15.11,17.47,1.19,2.97,14.17,6.05,12.8,7.32,11.49,6.98,15.59,10.52,15.02,5.51,4.37,10.49,13.41,4.58,5.73,2.38,3.88,4.45,9.91,5.49,2.87,8.51,17.68,15.4,10.64,6.18,2.77,13.91,9.06,6.49,13.41,14.57,16.84,9.56,6.87,16.87,6.87,6.61,9.64,6.87,17.49,6.87,9.93,13.61,7.65,6.08,6.87,7.62
9,20.03,15.4,10.12,14.98,0.96,16.43,6.07,15.96,999.0,18.13,22.43,21.84,19.44,22.69,18.09,2.49,25.08,9.54,16.43,7.25,12.93,14.08,16.67,20.53,24.45,23.42,23.38,14.58,13.3,18.07,19.27,17.79,11.67,21.74,13.28,18.57,22.17,17.19,1.81,15.91,17.79,25.58,16.6,25.06,11.88,21.06,19.27,16.67,16.39,18.54,16.96,13.43,2.2,10.08,23.27,17.54,4.68,9.14,16.54,24.51,19.49,19.94,20.22,5.61,20.14,11.44,19.52,18.34,19.74,13.79,25.44,16.74,14.39,24.04,22.88,17.61,25.48,20.78,18.72,4.85,23.53,22.17,20.14,1.46,1.87,24.63,19.33,1.05,19.44,22.21,24.9,19.44,19.67,19.44,6.61,22.89,16.28,21.95,19.44,9.73
10,6.41,12.61,9.84,3.18,17.39,15.23,15.51,2.47,18.13,999.0,8.71,20.21,7.7,7.42,0.69,16.78,14.71,10.03,1.74,11.16,8.11,4.33,18.59,13.01,12.73,9.9,6.23,5.43,5.19,13.57,12.64,7.05,8.36,14.37,5.01,8.78,5.28,8.04,16.67,2.97,7.05,8.21,2.21,9.38,13.8,4.36,12.64,18.59,17.23,19.5,1.28,5.44,16.43,8.42,13.56,8.83,13.78,9.33,17.71,10.2,16.79,5.65,3.11,12.77,14.94,6.69,6.22,1.13,2.76,5.32,8.61,7.11,5.24,7.28,19.2,17.41,9.82,6.04,1.59,15.69,8.61,5.28,14.94,16.72,18.9,8.67,7.74,19.08,7.7,5.48,8.59,7.7,19.41,7.7,12.3,14.61,9.47,4.53,7.7,10.09
