,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,999.0,8.87,13.65,15.56,2.97,6.92,16.31,17.52,12.36,2.09,10.47,1.1,7.04,16.42,9.07,4.68,15.04,17.38,7.2,13.78,5.91,6.21,9.45,1.94,16.43,9.48,9.24,14.63,10.68,7.05,2.32,5.88,11.02,13.11,9.64,0.89,1.23,10.1,2.27,8.77,15.07,13.96,2.32,8.51,5.46,11.27,7.25,7.31,11.37,11.49,8.9,10.48,12.33,3.4,7.39,5.77,9.9,3.32,5.14,14.85,7.77,1.38,3.33,12.64,1.57,6.32,7.1,5.77,3.05,10.82,5.32,14.61,13.36,6.34,6.62,10.24,2.95,7.88,16.03,9.34,1.83,4.2,3.03,17.37,6.32,6.08,15.39,1.16,5.15,5.85,17.35,6.32,14.8,11.33,9.73,4.68,8.84,11.65,15.03,2.01
2,8.87,999.0,6.36,7.05,10.28,13.96,13.04,14.61,10.1,9.2,2.83,9.9,6.76,17.65,7.91,5.09,11.18,9.12,11.5,7.98,4.36,4.17,7.07,8.82,7.83,13.11,11.25,13.87,1.84,13.11,8.83,12.14,9.99,5.09,14.29,8.65,7.84,6.66,9.93,6.77,10.62,6.81,8.83,1.35,9.86,4.39,13.61,3.96,8.59,7.96,13.9,6.79,4.15,8.04,9.48,12.23,13.99,7.37,11.0,10.84,3.85,9.16,6.86,6.08,7.84,7.52,6.16,12.23,5.9,6.31,6.18,14.58,9.58,3.31,6.02,13.09,6.42,13.73,8.92,13.17,7.56,7.8,10.7,11.14,7.52,11.07,12.54,7.96,11.5,7.4,9.5,7.52,7.81,2.97,12.03,11.33,2.99,8.89,7.13,6.88
3,13.65,6.36,999.0,3.39,15.8,16.53,18.32,19.91,7.26,13.11,3.6,14.75,13.12,23.87,7.42,8.99,16.4,4.15,12.93,2.67,10.6,10.46,13.26,14.26,4.23,13.58,11.25,19.88,5.75,15.19,12.64,14.6,8.25,1.7,15.15,13.11,12.44,5.18,13.82,6.57,15.63,0.47,12.64,5.73,12.04,9.43,15.78,6.39,6.12,5.2,15.09,12.71,7.8,11.41,10.38,14.79,14.53,13.19,16.95,16.04,10.19,13.38,12.66,10.72,13.12,9.17,7.53,14.79,11.22,4.06,8.91,20.69,5.57,9.53,12.37,13.02,10.72,15.53,2.57,13.75,12.9,13.82,14.38,4.88,9.17,13.09,18.03,12.53,14.2,13.68,3.73,9.17,1.46,3.57,11.93,14.26,4.84,6.25,1.72,11.7
4,15.56,7.05,3.39,999.0,17.28,19.33,16.84,18.4,10.64,15.39,5.13,16.64,13.43,23.33,10.61,11.1,14.95,2.2,15.95,5.91,11.36,11.14,12.95,15.78,0.93,16.79,14.49,19.05,5.62,18.1,14.95,17.4,11.62,2.65,18.32,15.16,14.41,8.4,16.13,9.65,14.08,3.59,14.95,7.07,14.85,8.48,18.68,8.72,9.49,8.57,18.2,12.09,6.49,13.84,13.44,17.57,17.74,14.41,18.04,14.6,10.4,15.54,13.9,9.34,14.74,12.01,10.33,17.57,12.78,7.3,11.42,20.01,8.9,10.34,12.8,16.3,12.77,18.52,4.12,16.95,14.48,14.84,16.78,6.76,12.01,15.97,16.73,14.51,16.92,14.31,3.13,12.01,3.94,4.24,15.2,16.91,6.94,9.64,1.92,13.54
5,2.97,10.28,15.8,17.28,999.0,8.99,14.92,15.95,15.23,4.96,12.38,2.38,6.21,13.85,11.93,7.13,13.93,19.25,10.03,16.25,6.36,6.65,8.62,1.55,18.09,12.29,12.19,12.62,11.97,9.5,5.26,8.39,13.95,15.02,12.27,3.86,4.0,12.77,4.9,11.54,14.14,16.15,5.26,10.27,8.37,11.61,9.57,9.67,14.17,14.21,11.5,9.88,13.07,6.36,10.36,8.22,12.62,3.02,2.29,13.79,8.05,4.23,3.46,12.69,2.71,9.23,9.85,8.22,4.58,13.38,8.09,12.41,16.12,7.17,6.13,13.11,5.54,10.32,18.28,12.13,2.91,3.16,5.43,19.84,9.23,8.87,13.93,3.98,7.72,4.76,19.39,9.23,17.06,13.06,12.65,7.21,10.97,14.46,17.02,4.32
6,6.92,13.96,16.53,19.33,8.99,999.0,23.22,24.44,11.92,5.25,14.39,6.78,13.94,22.82,9.5,8.87,21.91,20.67,4.03,15.5,12.38,12.65,16.3,8.7,20.27,5.23,6.79,21.46,15.74,1.65,5.43,1.94,10.21,16.68,4.22,6.39,7.08,11.58,4.73,10.06,21.88,16.66,5.43,13.06,4.5,17.4,1.15,10.71,11.75,12.36,3.47,17.23,17.99,5.92,6.42,1.77,4.95,10.23,11.21,21.7,14.18,5.71,10.19,18.95,8.47,7.37,9.03,1.77,9.33,12.66,8.01,21.35,13.73,12.47,13.45,6.38,7.78,2.02,18.33,4.96,8.69,11.11,3.91,18.71,7.37,3.48,22.31,6.98,2.47,12.77,20.17,7.37,17.22,15.53,6.68,2.65,12.51,11.88,18.2,7.99
7,16.31,13.04,18.32,16.84,14.92,23.22,999.0,1.59,23.12,18.06,15.52,16.63,9.3,8.44,20.63,16.07,1.92,18.87,22.52,20.59,11.38,11.19,7.05,14.65,17.01,24.62,23.32,4.22,12.74,23.15,18.01,21.97,22.85,16.64,25.32,16.85,16.23,19.67,18.5,19.56,2.77,18.79,18.01,14.34,20.6,8.95,23.44,16.55,21.61,20.99,24.7,6.53,10.56,18.15,21.3,21.92,25.32,12.99,13.35,2.28,10.04,17.52,13.03,7.61,14.75,19.34,18.52,21.92,14.18,19.34,17.68,5.44,22.57,11.83,9.85,24.96,16.12,23.95,20.5,24.58,14.53,12.17,19.31,23.11,19.34,21.64,1.03,16.32,21.23,10.47,19.98,19.34,19.7,14.92,24.05,20.81,16.01,21.92,18.16,15.45
8,17.52,14.61,19.91,18.4,15.95,24.44,1.59,999.0,24.69,19.33,17.11,17.78,10.58,7.82,22.16,17.52,3.52,20.4,23.89,22.19,12.81,12.63,8.45,15.8,18.54,26.02,24.78,4.19,14.33,24.43,19.3,23.26,24.39,18.23,26.67,18.1,17.51,21.24,19.74,21.1,4.32,20.38,19.3,15.91,21.97,10.55,24.71,18.09,23.17,22.57,26.04,8.03,12.14,19.51,22.75,23.19,26.7,14.21,14.24,3.87,11.54,18.77,14.29,9.2,15.98,20.8,20.02,23.19,15.53,20.92,19.14,5.26,24.16,13.31,11.19,26.39,17.5,25.24,22.08,25.97,15.77,13.34,20.54,24.7,20.8,22.98,2.19,17.6,22.51,11.67,21.53,20.8,21.29,16.52,25.5,22.08,17.58,23.49,19.74,16.77
9,12.36,10.1,7.26,10.64,15.23,11.92,23.12,24.69,999.0,10.81,8.0,13.3,15.49,26.78,3.31,8.5,21.28,10.93,7.89,4.91,12.68,12.72,16.71,13.82,11.45,7.49,5.27,23.53,10.82,10.31,10.36,10.22,1.72,8.49,9.15,11.52,11.24,3.45,11.31,3.92,20.72,7.07,10.36,8.78,8.07,14.42,10.89,6.8,1.52,2.28,9.38,16.73,13.52,9.04,5.7,10.49,8.36,13.7,17.13,20.94,13.35,11.41,13.22,16.05,12.7,6.06,5.51,10.49,11.4,3.96,7.19,24.05,2.08,11.83,14.68,6.61,9.78,10.31,7.74,7.74,12.62,14.66,11.47,7.16,6.06,8.62,22.58,11.26,10.17,15.36,9.9,6.06,7.05,9.0,5.7,10.48,7.12,1.22,8.84,11.03
10,2.09,9.2,13.11,15.39,4.96,5.25,18.06,19.33,10.81,999.0,10.26,2.66,8.77,18.5,7.59,4.3,16.7,17.05,5.12,12.84,7.13,7.41,11.08,4.02,16.3,7.4,7.25,16.6,11.03,5.1,0.48,3.93,9.35,12.82,7.58,1.28,1.84,8.97,0.74,7.52,16.64,13.36,0.48,8.54,3.42,12.26,5.38,6.74,9.98,10.23,6.86,11.99,13.03,1.83,5.51,3.86,7.82,5.17,7.2,16.48,8.95,0.72,5.04,13.76,3.42,4.79,5.94,3.86,4.08,9.84,4.27,16.63,12.03,7.28,8.24,8.17,2.77,5.92,15.32,7.25,3.59,6.14,1.51,16.38,4.79,3.99,17.18,1.74,3.18,7.7,16.84,4.79,14.12,11.27,7.7,2.75,8.47,10.23,14.62,2.74
11,10.47,2.83,3.6,5.13,12.38,14.39,15.52,17.11,8.0,10.26,999.0,11.56,9.55,20.47,6.56,5.97,13.62,6.92,11.28,5.19,7.0,6.86,9.88,10.85,6.04,12.48,10.34,16.63,2.85,13.26,9.82,12.46,8.28,2.65,13.87,10.04,9.31,4.73,11.0,5.43,12.96,4.03,9.82,2.15,9.97,6.6,13.82,3.68,6.51,5.73,13.63,9.49,5.52,8.74,8.91,12.61,13.41,9.67,13.41,13.27,6.68,10.41,9.14,8.15,9.76,7.21,5.57,12.61,7.81,4.04,6.39,17.37,7.1,5.93,8.79,12.21,7.65,13.76,6.17,12.59,9.51,10.26,11.67,8.32,7.21,11.13,15.1,9.41,11.94,10.08,7.02,7.21,5.02,1.21,11.1,11.89,1.88,6.78,4.64,8.47
