,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
1,999.0,15.86,6.93,12.35,13.46,18.86,18.5,20.27,17.01,12.81,12.01,4.56,9.25,1.85,19.45,14.35,6.85,12.94,11.48,18.33,8.2,8.2,15.4,18.5,9.09,18.21,12.2,17.74,12.55,22.86,13.25,18.96,11.09,14.78,15.2,17.75,8.01,18.94,11.99,13.69,19.3,4.05,11.16,11.52,15.79,6.65,12.94,17.51,16.15,23.72,5.53,15.58,14.65,9.43,11.82,16.7,5.1,34.61,16.67,18.59,16.91,20.38,15.31,13.8,12.94,14.02,13.46,4.01,17.86,4.98,14.0,13.66,11.52,10.77,12.94,17.7,12.09,18.81,20.86,5.83,4.56,4.38,15.52,6.93,17.75,18.01,10.57,17.32,12.61,17.61,12.94,2.62,14.76,14.67,0.0,16.45,7.93,4.23,11.87,16.61
2,15.86,999.0,11.66,3.78,11.0,5.62,3.94,5.43,18.01,4.21,3.87,14.84,11.0,15.55,5.16,2.9,13.16,4.33,7.08,3.97,9.35,9.35,6.93,3.94,9.66,8.06,9.87,6.12,10.67,17.82,11.44,5.64,7.04,16.38,5.22,20.0,8.13,17.9,22.35,14.22,6.67,12.65,9.08,5.22,3.14,12.36,4.33,3.03,1.47,18.66,10.73,3.5,3.17,9.76,10.22,19.1,10.84,20.25,18.24,3.37,17.63,16.72,3.63,13.63,4.33,4.65,8.16,12.67,7.07,14.84,8.78,2.43,5.22,7.17,4.33,1.88,6.18,8.34,7.35,10.37,14.84,12.88,0.67,11.66,2.01,2.68,7.04,3.34,10.23,6.44,4.33,14.15,16.31,7.2,15.86,3.03,8.13,12.64,7.23,4.22
3,6.93,11.66,999.0,7.89,14.6,16.25,13.16,14.83,20.28,7.66,8.47,3.54,2.32,5.53,13.88,9.29,10.3,7.67,10.7,12.93,2.31,2.31,8.96,13.16,2.46,11.68,5.29,15.72,5.62,24.23,6.34,16.32,10.24,18.02,13.32,21.59,4.14,21.59,18.24,16.27,13.21,7.06,11.62,9.35,10.43,0.7,7.67,14.17,12.51,25.14,2.94,12.88,9.41,2.68,4.9,20.49,5.4,31.8,20.14,14.94,20.06,22.11,12.7,16.09,7.67,8.32,13.21,3.05,11.51,3.39,13.97,10.16,9.35,4.84,7.67,13.24,6.19,12.28,14.86,3.08,3.54,2.55,11.59,0.0,13.67,14.26,4.82,14.19,5.69,11.38,7.67,4.32,17.97,8.17,6.93,13.41,6.48,2.78,11.2,14.05
4,12.35,3.78,7.89,999.0,10.72,8.66,6.25,8.01,17.68,1.37,1.63,11.06,7.42,11.88,7.31,2.17,10.78,1.66,6.14,6.11,5.59,5.59,5.64,6.25,6.02,7.91,6.91,8.53,7.78,19.12,8.68,8.71,5.86,15.74,6.57,19.5,4.42,18.11,20.14,13.6,7.79,9.53,8.07,3.84,3.7,8.59,1.66,6.36,4.66,20.01,7.03,5.51,2.62,6.17,7.15,18.5,7.52,23.93,17.79,7.05,17.35,17.56,5.42,13.12,1.66,2.97,8.2,8.95,7.13,11.05,8.98,2.58,3.84,3.66,1.66,5.48,3.12,8.41,9.08,6.68,11.06,9.13,3.7,7.89,5.8,6.37,3.46,6.45,7.38,6.61,1.66,10.47,15.68,5.46,12.35,5.77,5.12,8.91,6.52,6.64
5,13.46,11.0,14.6,10.72,999.0,9.26,14.93,16.3,7.05,12.09,9.1,15.75,15.75,14.48,16.14,12.33,6.9,12.38,4.61,14.97,13.2,13.2,16.35,14.93,14.38,18.43,16.79,7.52,17.63,9.7,18.61,9.37,4.96,5.41,6.18,9.0,10.89,7.42,13.33,3.28,17.57,9.51,3.02,6.89,13.55,15.06,12.38,9.93,9.95,10.61,11.81,7.87,12.84,14.75,16.83,8.1,9.7,23.02,7.25,11.16,6.69,7.5,7.63,2.65,12.38,13.66,2.84,13.07,17.53,16.03,2.36,9.07,6.89,13.28,12.38,12.39,13.49,18.85,18.34,11.58,15.75,13.73,10.32,14.6,11.58,11.03,12.94,9.42,17.33,16.94,12.38,13.67,5.34,16.17,13.46,8.85,8.18,13.26,4.21,7.98
6,18.86,5.62,16.25,8.66,9.26,999.0,8.27,8.89,15.41,9.54,7.78,18.99,16.07,19.04,9.25,8.48,14.21,9.73,7.66,8.46,14.03,14.03,12.52,8.27,14.64,13.3,15.36,1.75,16.19,13.17,17.0,0.12,7.95,14.36,3.79,17.49,12.24,14.58,22.37,12.42,11.35,15.04,8.96,7.4,8.67,16.93,9.73,2.61,4.22,13.93,14.58,3.41,8.79,14.81,15.67,16.8,13.82,15.81,15.8,3.02,15.0,12.66,3.63,11.75,9.73,10.25,6.84,16.47,12.31,19.08,6.97,6.15,7.4,12.32,9.73,5.54,11.56,13.47,11.38,14.22,18.99,16.87,5.27,16.25,4.42,3.43,12.12,2.3,15.76,11.68,9.73,17.76,14.3,12.82,18.86,2.9,11.02,16.52,7.42,2.27
7,18.5,3.94,13.16,6.25,14.93,8.27,999.0,1.77,21.92,5.72,7.15,16.63,11.84,17.87,1.22,4.15,16.75,5.62,10.96,0.28,10.96,10.96,5.58,0.0,10.81,5.26,9.76,9.34,10.37,21.25,10.88,8.24,10.88,20.31,9.01,23.92,10.49,21.73,26.05,18.15,3.08,15.76,12.98,8.95,2.76,13.84,5.62,5.88,5.07,22.05,13.05,7.24,3.86,10.74,10.22,23.03,13.76,20.37,22.17,5.28,21.54,20.37,7.43,17.56,5.62,4.86,12.09,14.89,4.32,16.53,12.69,6.17,8.95,8.32,5.62,2.81,6.99,5.31,3.42,12.72,16.63,14.93,4.61,13.16,3.9,4.86,8.36,6.38,9.93,3.76,5.62,16.45,20.24,6.23,18.5,6.49,11.3,14.79,11.14,7.66
8,20.27,5.43,14.83,8.01,16.3,8.89,1.77,999.0,23.22,7.47,8.87,18.33,13.41,19.62,1.05,5.92,18.45,7.37,12.52,1.94,12.66,12.66,6.79,1.77,12.44,5.75,11.15,10.18,11.7,22.05,12.1,8.84,12.47,21.7,10.23,25.25,12.26,22.88,27.72,19.55,3.13,17.53,14.51,10.58,4.5,15.5,7.37,6.78,6.34,22.82,14.81,8.47,5.62,12.36,11.63,24.38,15.53,19.51,23.5,5.9,22.83,21.35,8.69,18.94,7.37,6.52,13.45,16.63,4.96,18.21,14.0,7.78,10.58,10.0,7.37,3.91,8.64,5.61,2.53,14.48,18.33,16.66,6.08,14.83,4.84,5.66,10.06,7.31,11.27,4.55,7.37,18.2,21.63,7.52,20.27,7.6,13.06,16.53,12.65,8.7
9,17.01,18.01,20.28,17.68,7.05,15.41,21.92,23.22,999.0,19.04,16.07,20.5,21.83,18.52,23.13,19.36,10.39,19.34,11.54,21.97,19.34,19.34,23.32,21.92,20.6,25.46,23.33,13.69,24.13,7.88,25.11,15.51,11.83,2.28,12.99,2.08,17.12,2.52,10.89,4.15,24.62,13.81,9.65,13.85,20.6,20.59,19.34,16.63,16.89,8.44,17.34,14.75,19.88,20.99,23.3,1.63,14.92,26.33,0.63,17.79,0.41,5.44,14.53,4.57,19.34,20.65,9.85,18.07,24.58,20.85,9.23,16.12,13.85,19.91,19.34,19.31,20.29,25.89,25.34,17.21,20.5,18.79,17.33,20.28,18.43,17.77,19.56,16.11,23.87,23.99,19.34,18.16,2.32,23.08,17.01,15.65,14.34,18.32,11.19,14.65
10,12.81,4.21,7.66,1.37,12.09,9.54,5.72,7.47,19.04,999.0,3.0,11.03,6.81,12.15,6.65,1.63,11.87,0.29,7.51,5.53,5.38,5.38,4.27,5.72,5.51,6.64,5.83,9.59,6.67,20.43,7.53,9.58,7.22,17.09,7.8,20.86,4.8,19.48,21.21,14.95,6.78,10.32,9.42,5.21,2.98,8.36,0.29,7.09,5.37,21.32,7.33,6.58,1.85,5.57,6.13,19.85,8.22,24.44,19.15,7.58,18.71,18.91,6.54,14.48,0.29,1.66,9.57,9.18,5.91,10.97,10.34,3.71,5.21,2.98,0.29,5.6,2.02,7.16,8.2,7.0,11.03,9.25,4.33,7.66,6.16,6.89,2.89,7.27,6.25,5.43,0.29,10.74,17.02,4.09,12.81,6.68,6.1,9.09,7.89,7.66
